Key,Chinese
Npc4/TownMention_Level_001_Intro_000,<IslandName>有很大的潛力，你懂吧。þ
Npc4/TownMention_Level_001_Intro_001,<yes>儘管它仍處於早期階段，但我覺得這裡的未來對我們來說是光明的。þ
Npc4/TownMention_Level_001_Intro_002,<glee>繼續努力，<PlayerName>。þ
Npc4/TownMention_Level_002_Intro_000,<IslandName>真的開始成型了。þ
Npc4/TownMention_Level_002_Intro_001,<yes>我能感受到來自每個人的能量，你知道嗎？þ
Npc4/TownMention_Level_002_Intro_002,<proud>這裡開始成為一個偉大的解決方案！þ
Npc4/TownMention_Level_003_Intro_000,<IslandName>看起來不可思議！þ
Npc4/TownMention_Level_003_Intro_001,<no>我不敢相信它已經走了多遠，你知道嗎？þ
Npc4/TownMention_Level_003_Intro_002,<glee>你應該為你在這裡所做的感到驕傲，<PlayerName>。þ
Npc4/TownMention_Level_004_Intro_000,<IslandName>是地球上最好的地方，你知道嗎？þ
Npc4/TownMention_Level_004_Intro_001,<no>想想，這個地方一開始是一堆帳篷。þ
Npc4/TownMention_Level_004_Intro_002,我很高興你說服我搬到這裡，<PlayerName>。þ
Npc4/TownMention_Level_004_Intro_003,<glee>就像我說的，<IslandName>是地球上最好的地方！þ
Npc5/Introduction_005_Intro_000,噢，美好的一天。
Npc5/Introduction_005_Intro_001,我的名字是<myName>。
Npc5/Introduction_005_Intro_002,而你呢？
Npc5/Introduction_005_Intro_003,<thinking><PlayerName>，嗯？
Npc5/Introduction_005_Intro_004,<yes>很高興認識你<PlayerName>。
Npc5/Introduction_005_Intro_005,我已經訪問<IslandName>有一段時間了。
Npc5/Introduction_005_Intro_006,你一定是我聽說要在這裡定居的人之一。
Npc5/Introduction_005_Intro_007,<no>也搬到這裡來？不，這不是以前的<myName>。
Npc5/Introduction_005_Intro_008,我不喜歡壓抑著，明白嗎？
Npc5/Introduction_005_Intro_009,<proud>我喜歡去新的地方和打獵。
Npc5/Introduction_005_Intro_010,如果你願意，我可以製作一些方便狩獵的裝備，儘管找我。
Npc5/Introduction_005_Intro_011,我會時不時地造訪<IslandName>。
Npc5/Introduction_005_Intro_012,我希望我們以後能相遇！
Npc5/Ned_Salesman_Intro_000,啊，<PlayerName>！
Npc5/Ned_Salesman_Intro_001,想著在這裡碰到你。
Npc5/Ned_Salesman_Intro_002,你需要什麼嗎？
Npc5/Ned_Salesman_Option_000,你能給我什麼？
Npc5/Ned_Salesman_Option_001,我想聊聊天
Npc5/Ned_Salesman_Option_002,謝謝。
Npc5/Ned_Salesman_Response_000_000,讓我看看能為您做些什麼。
Npc5/Ned_Salesman_Response_002_000,
Npc5/Ned_Salesman_Trapper_Intro_000,啊，<PlayerName>！
Npc5/Ned_Salesman_Trapper_Intro_001,碰到你總是很好。
Npc5/Ned_Salesman_Trapper_Intro_002,我能為你做什麼？
Npc5/Ned_Salesman_Trapper_Option_000,想買什麼？
Npc5/Ned_Salesman_Trapper_Option_001,你能給我做點什麼嗎？
Npc5/Ned_Salesman_Trapper_Option_002,我想聊聊天
Npc5/Ned_Salesman_Trapper_Option_003,算了
Npc5/Ned_Salesman_Trapper_Response_000_000,是的朋友。我會以高價購買你所獵殺的任何東西。
Npc5/Ned_Salesman_Trapper_Response_001_000,讓我看看能為您做些什麼。
Npc5/Ned_Salesman_Trapper_Response_002_000,<wave>狩獵得好，朋友。
Npc5/Ned_Salesman_Trapper_Response_003_000,
Npc5/NothingToGiveTrapper_Intro_000,<sigh>噢，什麼？你什麼都沒有能給我的？
Npc5/NothingToGiveTrapper_Intro_001,<no>說得對，朋友。
Npc5/SomethingToSellJimmy_Intro_000,<thinking>哦，是的...所有這堆東西...
Npc5/SomethingToSellJimmy_Intro_001,加上我非常非常公道的價格
Npc5/SomethingToSellJimmy_Intro_002,我可以給你<$>。要麼接受，要麼離開。
Npc5/SomethingToSellJimmy_Option_000,拿著。
Npc5/SomethingToSellJimmy_Option_001,離開。
Npc5/SomethingToSellJimmy_Response_000_000,很好，很好。
Npc5/SomethingToSellJimmy_Response_000_001,謝謝你的貨物，吸溜~我的意思是感謝<PlayerName>。
Npc5/SomethingToSellJimmy_Response_000_002,<yes>這是你的<$>。
Npc5/SomethingToSellJimmy_Response_000_003,<proud>一如既往的開心。
Npc5/SomethingToSellJimmy_Response_001_000,<no>真的很遺憾，你錯過了許多。
Npc5/SomethingToSellTrapper_Intro_000,的確很好。
Npc5/SomethingToSellTrapper_Intro_001,你覺得，<$>如何？
Npc5/SomethingToSellTrapper_Option_000,成交。
Npc5/SomethingToSellTrapper_Option_001,拒絕交易。
Npc5/SomethingToSellTrapper_Response_000_000,你真美！
Npc5/SomethingToSellTrapper_Response_000_001,我會帶走這些東西，這是你的<$> 。
Npc5/SomethingToSellTrapper_Response_000_002,一如既往的快樂，<PlayerName>。
Npc5/SomethingToSellTrapper_Response_001_000,<no>對的。
Npc5/SomethingToSellTrapper_Response_001_001,<wave>再見，<PlayerName>。
Npc5/Trapper AfterCraftingItem_Intro_000,給你，朋友！
Npc5/Trapper AfterCraftingItem_Intro_001,你有<itemName>！
Npc5/Trapper AfterCraftingItem_Intro_002,<proud>你認為呢？很不錯吧？
Npc5/Trapper AfterCraftingItem_Intro_003,對，這就是你所需要的嗎？
Npc5/Trapper AfterCraftingItem_Option_000,做點別的
Npc5/Trapper AfterCraftingItem_Option_001,全部完成。
Npc5/Trapper AfterCraftingItem_Response_000_000,那好吧。
Npc5/Trapper AfterCraftingItem_Response_001_000,
Npc5/Weapon_Shop_Intro_000,需要一些護具嗎？看看我的貨品。
Npc5/Weapon_Shop_Intro_001,這些東西可以保護你免受野外威脅。
Npc5/Weapon_Shop_Option_000,我想聊聊天
Npc5/Weapon_Shop_Option_001,謝謝。
Npc5/Weapon_Shop_Response_001_000,和你一樣。
Npc6/Already Being Moved 1_Intro_000,<thinking>Hmmm...
Npc6/Already Being Moved 1_Intro_001,<no>一棟建築已經在搬遷。
Npc6/Already Being Moved 1_Intro_002,讓我們把它完成，然後我們再考慮搬遷另一棟，好嗎？
Npc6/Arvo_Greeting 0_Intro_000,下午，<PlayerName>！
Npc6/Arvo_Greeting 0_Response_003_000,放鬆一下。
Npc6/Arvo_Greeting 1_Intro_000,多美的下午啊。
Npc6/Arvo_Greeting 1_Intro_001,你不覺得嗎，<PlayerName>？
Npc6/Arvo_Greeting 1_Response_003_000,萬歲！
Npc6/Arvo_Greeting 2_Intro_000,多美的下午啊。
Npc6/Arvo_Greeting 2_Intro_001,你不覺得嗎，<PlayerName>？
Npc6/Arvo_Greeting 2_Response_003_000,吼吼！
Npc6/BaseTentConvo_Intro_000,你好，<PlayerName>。
Npc6/BaseTentConvo_Intro_001,我能為你做什麼？
Npc6/BaseTentConvo_Option_000,我要申請許可證
Npc6/BaseTentConvo_Option_001,討論關於小鎮的
Npc6/BaseTentConvo_Option_002,關於我家...
Npc6/BaseTentConvo_Option_003,我們聊聊天
Npc6/BaseTentConvo_Option_004,算了。
Npc6/BaseTentConvo_Response_000_000,那好吧...
Npc6/BaseTentConvo_Response_001_000,讓我們看看...
Npc6/BaseTentConvo_Response_002_000,讓我們來看一看。
Npc6/BaseTentConvo_Response_004_000,祝你渡過美好的一天。
Npc6/BeingUpgradedConvo_Intro_000,<no>噢，那棟房子正在升級中。
Npc6/BeingUpgradedConvo_Intro_001,
Npc6/CloseDeedWindow_Intro_000,啊，你改變主意了？
Npc6/CloseDeedWindow_Intro_001,不用擔心！
Npc6/CloseDeedWindow_Intro_002,
Npc6/ConfirmDeed_Intro_000,好的，所以我們要申請<deedName>？
Npc6/ConfirmDeed_Intro_001,只是讓你知道，這將使 <deedDebtAmount> 的城鎮陷入債務。
Npc6/ConfirmDeed_Intro_002,哦，別擔心，我們很快就會還清！<pumped>
Npc6/ConfirmDeed_Intro_003,基地帳篷里有一個捐款箱。
Npc6/ConfirmDeed_Intro_004,那麼我們要申請<deedName>嗎？
Npc6/ConfirmDeed_Option_000,我們開始吧！
Npc6/ConfirmDeed_Option_001,不是現在。
Npc6/ConfirmDeed_Response_000_000,太好了！ 我們都準備好了。 我會把契約給你，這樣你就可以決定在哪裡建造。
Npc6/ConfirmDeed_Response_000_001,放置后，檢查建造點上的儲物箱。
Npc6/ConfirmDeed_Response_000_002,在我們湊齊所有必需的材料之前，將無法開始施工。
Npc6/ConfirmDeed_Response_000_003,所以我們越快湊齊需要的材料，我們就能越快開始建設！
Npc6/ConfirmDeed_Response_001_000,不用擔心！
Npc6/ConfirmDeed_Response_001_001,如果你改變主意，請來找我！
Npc6/FirstDayFaintConvo_Intro_000,.........<PlayerName>.........
Npc6/FirstDayFaintConvo_Intro_001,<PlayerName>.........
Npc6/FirstDayFaintConvo_Intro_002,<PlayerName>？
Npc6/FirstDayFaintConvo_Intro_003,<PlayerName>！你能聽到我說話嗎？
Npc6/FirstDayFaintConvo_Intro_004,<yes>你沒事我就放心了！
Npc6/FirstDayFaintConvo_Intro_005,看起來你在外面暈倒了！þ
Npc6/FirstDayFaintConvo_Intro_006,<yes>請在外面時小心些，時刻注意你的健康和精力。
Npc6/FirstDayFaintConvo_Intro_007,<no>如果世界開始失去色彩，你就知道你幹活太努力了。
Npc6/FirstDayFaintConvo_Intro_008,<yes>請確保您吃點東西來保持精力充沛。
Npc6/FirstDayFaintConvo_Intro_009,<shy>沒等到你回來，我只好叫了<SouthCity>的搜索隊來找你。
Npc6/FirstDayFaintConvo_Intro_010,<worried>那些傢伙把你送到這裡，但看起來他們從你的口袋裡偷走了你的<Dinks>。
Npc6/FirstDayFaintConvo_Intro_011,也許他們認為你不會注意到？
Npc6/FirstDayFaintConvo_Intro_012,<thinking>看來你的一些工具也受到了一些損壞……
Npc6/FirstDayFaintConvo_Intro_013,在外面請小心些，<PlayerName>。
Npc6/FirstDayFaintConvo_Intro_014,
Npc6/Gossip_About_NPC_000_Intro_000,<NPCName>給這個地方帶來了如此多的生機。þ
Npc6/Gossip_About_NPC_000_Intro_001,我非常喜歡它！þ
Npc6/Gossip_About_NPC_001_Intro_000,是我一個人覺得，還是<NPCName>的價格看起來有點高？þ
Npc6/Gossip_About_NPC_001_Intro_001,當然，偶爾能買些水果真是太好了。þ
Npc6/Gossip_About_NPC_001_Intro_002,<yes>即使它確實到處有生長，但也更方便。þ
Npc6/Gossip_About_NPC_002_Intro_000,我跟<NPCName>好感度多少了。þþ
Npc6/Gossip_About_NPC_002_Intro_001,那人真動了。 þ
Npc6/Gossip_About_NPC_002_Intro_002,<thinking>不過，他或許可以少花點時間在腦子裡...þ
Npc6/Gossip_About_NPC_003_Intro_000,<yes>我告訴你，<NPCName>實際上比我年輕。
Npc6/Gossip_About_NPC_003_Intro_001,<haha>但你永遠不會通過與他交談來知道這一點！
Npc6/Gossip_About_NPC_004_Intro_000,那個<NPCName>女孩確實很漂亮。 þ
Npc6/Gossip_About_NPC_004_Intro_001,她也有一些…奇怪的想法…þ
Npc6/Gossip_About_NPC_007_Intro_000,我真的很喜歡那個<NPCName>小夥。þ
Npc6/Gossip_About_NPC_007_Intro_001,那個人精力充沛！þ
Npc6/Gossip_About_NPC_008_Intro_000,Rayne給這個地方帶來了如此多的生命。þ
Npc6/Gossip_About_NPC_008_Intro_001,我非常喜歡它！þ
Npc6/Gossip_About_NPC_009_Intro_000,<yes><NPCName>真的很瞭解他的東西。 þ
Npc6/Gossip_About_NPC_009_Intro_001,很高興有人談論 <Licences> 和 <PermitPoints>。
Npc6/Gossip_About_NPC_009_Intro_002,那個人明白了。þ
Npc6/Gossip_About_NPC_010_Intro_000,<NPCName>有時真的很冷酷。þ
Npc6/Gossip_About_NPC_010_Intro_001,很高興能夠將我的<Dinks>存放在安全的地方，這是肯定的！þ
Npc6/High_Friendship_Greeting 0_Intro_000,<PlayerName>來這裡看看老<myName>？
Npc6/High_Friendship_Greeting 0_Response_003_000,吼吼。
Npc6/Highest_Friendship_Greeting 1_Intro_000,好吧，你看看這個。只是<PlayerName>！þ
Npc6/Highest_Friendship_Greeting 1_Intro_001,我能為你做什麼？þ
Npc6/Highest_Friendship_Greeting 1_Response_003_000,和你聊天總是很愉快！
Npc6/Highest_Friendship_Greeting 2_Intro_000,好吧，你看看這個。只許<PlayerName>！þ
Npc6/Highest_Friendship_Greeting 2_Intro_001,我能為你做什麼？þ
Npc6/Highest_Friendship_Greeting 2_Response_003_000,
Npc6/LongConvo_001_Intro_000,噢嘿，<PlayerName>。我有沒有告訴過你為什麼多年前我們必須離開<IslandName>？þ
Npc6/LongConvo_001_Intro_001,你看，長大了，我甚至不知道世界已經朝南！þ
Npc6/LongConvo_001_Intro_002,<yes><IslandName>上的一切一直都很好。 þ
Npc6/LongConvo_001_Intro_003,我和我的家人擁有我們需要的一切。這個地方是我們的家，我們彼此擁有。þ
Npc6/LongConvo_001_Intro_004,<thinking>直到有一天，我們大驚失色。þ
Npc6/LongConvo_001_Intro_005,你看，有些人是從<SouthCity>乘坐<AirShips>來的。他們告訴我們，我們需要撤離<IslandName>。þ
Npc6/LongConvo_001_Intro_006,<no>他們說一個大的<Shift>即將到來，整個島嶼將被撕裂。þ
Npc6/LongConvo_001_Intro_007,<worried>我告訴你，我記得我父親很害怕。þ
Npc6/LongConvo_001_Intro_008,<no>所以我們把整個生活都收拾好了。每個人都這樣做了。þ
Npc6/LongConvo_001_Intro_009,接下來我們知道，我們住在<SouthCity>。þ
Npc6/LongConvo_001_Intro_010,他們告訴我們，一旦<Shift>結束了，我們就可以回來，島上又安全了...þ
Npc6/LongConvo_001_Intro_011,<sigh>但後來我父親騙了……þ
Npc6/LongConvo_001_Intro_012,噢，哎呦！þ
Npc6/LongConvo_001_Intro_013,<haha>我告訴你，老<myName>是胡說八道的。 þ
Npc6/LongConvo_001_Intro_014,<shy>我現在感覺好多了！感謝收聽，<PlayerName>。þ
Npc6/LongConvo_002_Intro_000,我告訴你，我想我父親看到<IslandName>變成今天這樣會很自豪。þ
Npc6/LongConvo_002_Intro_001,他是一個熱愛這個島嶼的人。當我們不得不撤離<IslandName>時，他很難受。þ
Npc6/LongConvo_002_Intro_002,<no>他一點也不適應<SouthCity>的生活方式。þ
Npc6/LongConvo_002_Intro_003,<haha>他討厭必須填寫表格才能完成所有事情！þ
Npc6/LongConvo_002_Intro_004,他想盡快回到<IslandName>。þ
Npc6/LongConvo_002_Intro_005,<sigh>不幸的是，他感冒了。 þ
Npc6/LongConvo_002_Intro_006,<no>他真地病倒了，非常快。þ
Npc6/LongConvo_002_Intro_007,<no>他的病一直沒見好。þ
Npc6/LongConvo_002_Intro_008,<sigh>最後我去了<SouthCity>的一家人居住。他們教會了我那裡的生活方式。 þ
Npc6/LongConvo_002_Intro_009,<no>但我從未忘記我的父親。þ
Npc6/LongConvo_002_Intro_010,你看，我有他的日記。我知道那個人做過的事情。
Npc6/LongConvo_002_Intro_011,他達到的那些里程碑。þ
Npc6/LongConvo_002_Intro_012,<yes>很高興你現在有了那本日記，<PlayerName>。þ
Npc6/LongConvo_002_Intro_013,現在，你最好繼續達到那些里程碑！þ
Npc6/LongConvo_003_Intro_000,嘿，<PlayerName>。
Npc6/LongConvo_003_Intro_001,你知道我年輕的時候遇到過不少麻煩嗎？þ
Npc6/LongConvo_003_Intro_002,我告訴你，在<SouthCity>，當我和你差不多大的時候，我做過一些該死的淘氣事。
Npc6/LongConvo_003_Option_000,比如什麼？
Npc6/LongConvo_003_Option_001,我不相信你！
Npc6/LongConvo_003_Response_000_000,<shy>哦，也許老<myName>說得太多了，嗯？þ
Npc6/LongConvo_003_Response_000_001,<no>我不想把想法放在你的腦海裡。þ
Npc6/LongConvo_003_Response_000_002,<yes>我告訴你，你是個好孩子，<PlayerName>。þ
Npc6/LongConvo_003_Response_000_003,<haha>讓我們保持這種狀態！þ
Npc6/LongConvo_003_Response_001_000,<shy>好吧，我並不總是很笨拙，老<myName>那是肯定的！þ
Npc6/LongConvo_003_Response_001_001,<sigh>但是有很多事情讓我後悔，讓我告訴你。þ
Npc6/LongConvo_003_Response_001_002,我希望我現在更像你，<PlayerName>。þ
Npc6/LongConvo_003_Response_001_003,我告訴你，你是一個該死的好孩子！þ
Npc6/LongConvo_004_Intro_000,讓我告訴你，<PlayerName>。我很高興你是響應我的招募和我一起去<IslandName>的人。þ
Npc6/LongConvo_004_Intro_001,我不能要求一個更好的合作伙伴！þ
Npc6/LongConvo_004_Intro_002,我告訴你，我早就計劃回<IslandName>了。þ
Npc6/LongConvo_004_Intro_003,在我買得起前往<IslandName>的<AirShip>之前，攢夠了幾十年的<Dinks>。þ
Npc6/LongConvo_004_Intro_004,<proud>成為認可的許可證管理員。þ
Npc6/LongConvo_004_Intro_005,<no>這一切都很辛苦，而且花費的時間比我想要的要長一點…þ
Npc6/LongConvo_004_Intro_006,但我告訴你，我很高興回到<IslandName>。 þ
Npc6/LongConvo_004_Intro_007,我很高興能與像你這樣的年輕干將一起工作，<PlayerName>。þ
Npc6/LongConvo_004_Intro_008,<shy>感謝你忍受了老<myName>。þ
Npc6/Low_Friendship_Greeting 0_Intro_000,啊，<PlayerName>。
Npc6/Low_Friendship_Greeting 0_Intro_001,我怎麼幫你？
Npc6/Low_Friendship_Greeting 0_Response_003_000,哦，那好吧。
Npc6/Low_Friendship_Greeting 1_Intro_000,祝你好運，<PlayerName>。þ
Npc6/Low_Friendship_Greeting 1_Intro_001,你需要什麼？þ
Npc6/Low_Friendship_Greeting 1_Response_003_000,
Npc6/Low_Friendship_Greeting 2_Intro_000,嗨，<PlayerName>。þ
Npc6/Low_Friendship_Greeting 2_Intro_001,我可以幫你嗎？þ
Npc6/Low_Friendship_Greeting 2_Response_003_000,吼吼þ！<wave>
Npc6/Medium_Friendship_Greeting 0_Intro_000,很高興見到你，<PlayerName>。þ
Npc6/Medium_Friendship_Greeting 0_Intro_001,你需要什麼嗎？þ
Npc6/Medium_Friendship_Greeting 0_Response_003_000,
Npc6/Medium_Friendship_Greeting 1_Intro_000,怎麼樣，<PlayerName>？þ
Npc6/Medium_Friendship_Greeting 1_Response_003_000,
Npc6/MoveHouseConvo_Intro_000,好的，我們會收取<sprite=11>25000的費用進行搬家。
Npc6/MoveHouseConvo_Intro_001,聽起來可以嗎？
Npc6/MoveHouseConvo_Option_000,我們開始動起來吧！
Npc6/MoveHouseConvo_Option_001,不，謝謝。
Npc6/MoveHouseConvo_Response_000_000,太好了！我會拿走<sprite=11>25000，你拿著這個契約，把它放置在你想要搬遷的地方。
Npc6/MoveHouseConvo_Response_000_001,<thinking>今晚你可能要睡別的地方。也許在外面？
Npc6/MoveHouseConvo_Response_000_002,<yes>現在這些搬遷人員很快速，但他們可能非常粗暴...
Npc6/MoveHouseConvo_Response_000_003,<yes>他們會盡量把你的傢俱放回他們原來的地方，但有時他們會把它們弄得一團糟。
Npc6/MoveHouseConvo_Response_001_000,
Npc6/NPC_006_RandomConvo_000(Clone)_Intro_0,我告訴你，我真的很喜歡和你聊天，<PlayerName>。
Npc6/NPC_006_RandomConvo_000(Clone)_Intro_1,可能是因為你說話沒有我多！你真的懂得如何傾聽。þ
Npc6/NPC_006_RandomConvo_000(Clone)_Option_0,我想了...
Npc6/NPC_006_RandomConvo_000(Clone)_Option_1,實際上...
Npc6/NPC_006_RandomConvo_000(Clone)_Response_0_0,我告訴你什麼！你是一個真正的藍顏知己，<PlayerName>。
Npc6/NPC_006_RandomConvo_000(Clone)_Response_1_0,我告訴你什麼！你是一個真正的藍顏知己，<PlayerName>。
Npc6/NPC_006_RandomConvo_001(Clone)_Intro_0,<favouriteFood> 能在 <IslandName> 本地生長真是太幸運了！
Npc6/NPC_006_RandomConvo_001(Clone)_Intro_1,<glee><favouriteFood> 是我最喜歡的食物！我愛死他們了！þ
